column_one,column_two
DDR4_DQ60,U1.AA34
DDR4_DQ56,U1.AA35
GND,U1.AA36
DDR4_DQ51,U1.AA37
DDR4_DQ49,U1.AA38
GND,U1.AA4
GND,U1.AA5
PCIE_BF_CPU_08P_C,U1.AA6
PCIE_BF_CPU_08N_C,U1.AA7
GND,U1.AA8
1.2V,U1.AA9
GND,U1.AB1
1.8V,U1.AB10
GND,U1.AB11
1.8V,U1.AB12
1.8V,U1.AB13
GND,U1.AB14
GND,U1.AB15
VCORE,U1.AB16
GND,U1.AB17
VCORE,U1.AB18
GND,U1.AB19
GND,U1.AB2
VCORE,U1.AB20
GND,U1.AB21
VCORE,U1.AB22
GND,U1.AB23
VCORE,U1.AB24
GND,U1.AB25
VCORE,U1.AB26
GND,U1.AB27
VCORE,U1.AB28
GND,U1.AB29
GND,U1.AB3
GND,U1.AB30
GND,U1.AB31
GND,U1.AB32
GND,U1.AB33
DDR4_DQS7_N,U1.AB34
DDR4_DQS7_P,U1.AB35
GND,U1.AB36
DDR4_DQS6_N,U1.AB37
DDR4_DQS6_P,U1.AB38
GND,U1.AB4
GND,U1.AB5
GND,U1.AB6
GND,U1.AB7
GND,U1.AB8
1.2V,U1.AB9
GND,U1.AC1
1.8V,U1.AC10
1.8V,U1.AC11
1.8V,U1.AC12
1.8V,U1.AC13
GND,U1.AC14
VCORE,U1.AC15
GND,U1.AC16
VCORE,U1.AC17
GND,U1.AC18
VCORE,U1.AC19
PCIE_CPU_BF_09P,U1.AC2
GND,U1.AC20
VCORE,U1.AC21
GND,U1.AC22
VCORE,U1.AC23
GND,U1.AC24
VCORE,U1.AC25
GND,U1.AC26
VCORE,U1.AC27
GND,U1.AC28
VCORE,U1.AC29
PCIE_CPU_BF_09N,U1.AC3
GND,U1.AC30
GND,U1.AC31
GND,U1.AC32
GND,U1.AC33
DDR4_DBI_B7,U1.AC34
GND,U1.AC36
DDR4_DBI_B6,U1.AC37
GND,U1.AC4
GND,U1.AC5
PCIE_BF_CPU_09P_C,U1.AC6
PCIE_BF_CPU_09N_C,U1.AC7
GND,U1.AC8
1.2V,U1.AC9
GND,U1.AD1
1.8V,U1.AD10
1.8V,U1.AD11
1.8V,U1.AD12
1.8V,U1.AD13
GND,U1.AD14
GND,U1.AD15
VCORE,U1.AD16
GND,U1.AD17
VCORE,U1.AD18
GND,U1.AD19
GND,U1.AD2
VCORE,U1.AD20
GND,U1.AD21
VCORE,U1.AD22
GND,U1.AD23
VCORE,U1.AD24
GND,U1.AD25
VCORE,U1.AD26
GND,U1.AD27
VCORE,U1.AD28
GND,U1.AD29
GND,U1.AD3
GND,U1.AD30
GND,U1.AD31
GND,U1.AD32
GND,U1.AD33
DDR4_DQ59,U1.AD34
DDR4_DQ57,U1.AD35
GND,U1.AD36
DDR4_DQ48,U1.AD37
DDR4_DQ50,U1.AD38
GND,U1.AD4
GND,U1.AD5
GND,U1.AD6
GND,U1.AD7
GND,U1.AD8
1.2V,U1.AD9
GND,U1.AE1
1.8V,U1.AE10
GND,U1.AE11
1.8V,U1.AE12
1.8V,U1.AE13
GND,U1.AE14
VCORE,U1.AE15
GND,U1.AE16
VCORE,U1.AE17
GND,U1.AE18
VCORE,U1.AE19
PCIE_CPU_BF_10P,U1.AE2
GND,U1.AE20
VCORE,U1.AE21
GND,U1.AE22
VCORE,U1.AE23
GND,U1.AE24
VCORE,U1.AE25
GND,U1.AE26
VCORE,U1.AE27
GND,U1.AE28
VCORE,U1.AE29
PCIE_CPU_BF_10N,U1.AE3
GND,U1.AE30
GND,U1.AE31
GND,U1.AE32
GND,U1.AE33
DDR4_DQ63,U1.AE34
DDR4_DQ61,U1.AE35
GND,U1.AE36
DDR4_DQ52,U1.AE37
DDR4_DQ54,U1.AE38
GND,U1.AE4
GND,U1.AE5
PCIE_BF_CPU_10P_C,U1.AE6
PCIE_BF_CPU_10N_C,U1.AE7
GND,U1.AE8
1.2V,U1.AE9
GND,U1.AF1
1.8V,U1.AF10
NC_VDDHSPX_SENSE,U1.AF11
NC_VDDIPX_SENSE,U1.AF12
GND,U1.AF13
GND,U1.AF14
GND,U1.AF15
VCORE,U1.AF16
GND,U1.AF17
VCORE,U1.AF18
GND,U1.AF19
GND,U1.AF2
VCORE,U1.AF20
GND,U1.AF21
VCORE,U1.AF22
GND,U1.AF23
VCORE,U1.AF24
GND,U1.AF25
VCORE,U1.AF26
GND,U1.AF27
VCORE,U1.AF28
GND,U1.AF29
GND,U1.AF3
GND,U1.AF30
GND,U1.AF31
GND,U1.AF32
GND,U1.AF33
GND,U1.AF34
GND,U1.AF35
GND,U1.AF36
GND,U1.AF37
GND,U1.AF38
GND,U1.AF4
GND,U1.AF5
GND,U1.AF6
GND,U1.AF7
GND,U1.AF8
1.2V,U1.AF9
GND,U1.AG1
GND,U1.AG10
VCORE,U1.AG11
GND,U1.AG12
VCORE,U1.AG13
GND,U1.AG14
VCORE,U1.AG15
GND,U1.AG16
VCORE,U1.AG17
GND,U1.AG18
VCORE,U1.AG19
PCIE_CPU_BF_11P,U1.AG2
GND,U1.AG20
VCORE,U1.AG21
GND,U1.AG22
VCORE,U1.AG23
GND,U1.AG24
VCORE,U1.AG25
GND,U1.AG26
VCORE,U1.AG27
GND,U1.AG28
VCORE,U1.AG29
PCIE_CPU_BF_11N,U1.AG3
GND,U1.AG30
GND,U1.AG31
GND,U1.AG32
GND,U1.AG33
DDR4_DQ46,U1.AG34
DDR4_DQ42,U1.AG35
GND,U1.AG36
DDR4_DQ39,U1.AG37
DDR4_DQ37,U1.AG38
GND,U1.AG4
GND,U1.AG5
PCIE_BF_CPU_11P_C,U1.AG6
PCIE_BF_CPU_11N_C,U1.AG7
GND,U1.AG8
VCORE,U1.AG9
GND,U1.AH1
VCORE,U1.AH10
GND,U1.AH11
VCORE,U1.AH12
GND,U1.AH13
VCORE,U1.AH14
GND,U1.AH15
VCORE,U1.AH16
GND,U1.AH17
VCORE,U1.AH18
GND,U1.AH19
GND,U1.AH2
VCORE,U1.AH20
GND,U1.AH21
VCORE,U1.AH22
GND,U1.AH23
VCORE,U1.AH24
GND,U1.AH25
VCORE,U1.AH26
GND,U1.AH27
VCORE,U1.AH28
GND,U1.AH29
GND,U1.AH3
GND,U1.AH30
GND,U1.AH31
GND,U1.AH32
GND,U1.AH33
DDR4_DQ44,U1.AH34
DDR4_DQ40,U1.AH35
GND,U1.AH36
DDR4_DQ35,U1.AH37
DDR4_DQ33,U1.AH38
GND,U1.AH4
GND,U1.AH5
GND,U1.AH6
GND,U1.AH7
GND,U1.AH8
GND,U1.AH9
GND,U1.AJ1
GND,U1.AJ10
VCORE,U1.AJ11
GND,U1.AJ12
VCORE,U1.AJ13
GND,U1.AJ14
VCORE,U1.AJ15
GND,U1.AJ16
VCORE,U1.AJ17
GND,U1.AJ18
VCORE,U1.AJ19
PCIE_CPU_BF_12P,U1.AJ2
GND,U1.AJ20
1.2V_DDR,U1.AJ21
NC_DDR_INTERNAL_VREF,U1.AJ22
1.2V_DDR,U1.AJ23
NC_DDR4_DTO0,U1.AJ24
1.2V_DDR,U1.AJ25
1.8V_VAA_DDR_PLL,U1.AJ26
1.2V_DDR,U1.AJ27
GND,U1.AJ28
1.2V_DDR,U1.AJ29
PCIE_CPU_BF_12N,U1.AJ3
GND,U1.AJ30
1.2V_DDR,U1.AJ31
GND,U1.AJ32
GND,U1.AJ33
DDR4_DQS5_N,U1.AJ34
DDR4_DQS5_P,U1.AJ35
GND,U1.AJ36
DDR4_DQS4_N,U1.AJ37
DDR4_DQS4_P,U1.AJ38
GND,U1.AJ4
GND,U1.AJ5
PCIE_BF_CPU_12P_C,U1.AJ6
PCIE_BF_CPU_12N_C,U1.AJ7
GND,U1.AJ8
VCORE,U1.AJ9
GND,U1.AK1
GND,U1.AK10
GND,U1.AK11
GND,U1.AK12
VDDCPA,U1.AK13
1.8V_VDD18,U1.AK14
GND,U1.AK15
GND,U1.AK16
GND,U1.AK17
GND,U1.AK18
GND,U1.AK19
GND,U1.AK2
1.2V_DDR,U1.AK20
GND,U1.AK21
1.2V_DDR,U1.AK22
GND,U1.AK23
1.2V_DDR,U1.AK24
GND,U1.AK25
1.2V_DDR,U1.AK26
GND,U1.AK27
1.2V_DDR,U1.AK28
GND,U1.AK29
GND,U1.AK3
1.2V_DDR,U1.AK30
GND,U1.AK31
1.2V_DDR,U1.AK32
GND,U1.AK33
DDR4_DBI_B5,U1.AK34
GND,U1.AK36
DDR4_DBI_B4,U1.AK37
GND,U1.AK4
GND,U1.AK5
GND,U1.AK6
GND,U1.AK7
GND,U1.AK8
GND,U1.AK9
GND,U1.AL1
GND,U1.AL10
GND,U1.AL11
GND,U1.AL12
VSSCPA,U1.AL13
1.8V_VDD18,U1.AL14
GND,U1.AL15
S_CCLK_N,U1.AL16
S_CCLK_P,U1.AL17
GND,U1.AL18
GND,U1.AL19
PCIE_CPU_BF_13P,U1.AL2
GND,U1.AL20
1.2V_DDR,U1.AL21
GND,U1.AL22
DDR4_MEMRESET_L,U1.AL23
GND,U1.AL24
1.2V_DDR,U1.AL25
GND,U1.AL26
1.2V_DDR,U1.AL27
GND,U1.AL28
1.2V_DDR,U1.AL29
PCIE_CPU_BF_13N,U1.AL3
GND,U1.AL30
1.2V_DDR,U1.AL31
GND,U1.AL32
GND,U1.AL33
DDR4_DQ43,U1.AL34
DDR4_DQ41,U1.AL35
GND,U1.AL36
DDR4_DQ32,U1.AL37
DDR4_DQ34,U1.AL38
GND,U1.AL4
GND,U1.AL5
PCIE_BF_CPU_13P_C,U1.AL6
PCIE_BF_CPU_13N_C,U1.AL7
GND,U1.AL8
GND,U1.AL9
GND,U1.AM1
GND,U1.AM10
GND,U1.AM11
GND,U1.AM12
GND,U1.AM13
GND,U1.AM14
GND,U1.AM15
GND,U1.AM16
GND,U1.AM17
GND,U1.AM18
GND,U1.AM19
GND,U1.AM2
GND,U1.AM20
GND,U1.AM21
1.2V_DDR,U1.AM22
GND,U1.AM23
1.2V_DDR,U1.AM24
GND,U1.AM25
1.2V_DDR,U1.AM26
GND,U1.AM27
1.2V_DDR,U1.AM28
GND,U1.AM29
GND,U1.AM3
1.2V_DDR,U1.AM30
GND,U1.AM31
1.2V_DDR,U1.AM32
GND,U1.AM33
DDR4_DQ47,U1.AM34
DDR4_DQ45,U1.AM35
GND,U1.AM36
DDR4_DQ36,U1.AM37
DDR4_DQ38,U1.AM38
GND,U1.AM4
GND,U1.AM5
GND,U1.AM6
GND,U1.AM7
GND,U1.AM8
GND,U1.AM9
GND,U1.AN1
GND,U1.AN10
GND,U1.AN11
GND,U1.AN12
GND,U1.AN13
GND,U1.AN14
GND,U1.AN15
GND,U1.AN16
GND,U1.AN17
GND,U1.AN18
GND,U1.AN19
PCIE_CPU_BF_14P,U1.AN2
GND,U1.AN20
GND,U1.AN21
GND,U1.AN22
GND,U1.AN23
GND,U1.AN24
1.2V_DDR,U1.AN25
GND,U1.AN26
1.2V_DDR,U1.AN27
GND,U1.AN28
1.2V_DDR,U1.AN29
PCIE_CPU_BF_14N,U1.AN3
GND,U1.AN30
1.2V_DDR,U1.AN31
GND,U1.AN32
1.2V_DDR,U1.AN33
GND,U1.AN34
1.2V_DDR,U1.AN35
GND,U1.AN36
GND,U1.AN37
GND,U1.AN38
GND,U1.AN4
GND,U1.AN5
PCIE_BF_CPU_14P_C,U1.AN6
PCIE_BF_CPU_14N_C,U1.AN7
GND,U1.AN8
GND,U1.AN9
GND,U1.AP1
GND,U1.AP10
GND,U1.AP11
DDR4_DQ15,U1.AP12
DDR4_DQ11,U1.AP13
DDR4_DBI_B1,U1.AP14
DDR4_DQS1_N,U1.AP15
DDR4_DQ12,U1.AP16
DDR4_DQ14,U1.AP17
GND,U1.AP18
DDR4_DQ31,U1.AP19
GND,U1.AP2
DDR4_DQ27,U1.AP20
DDR4_DBI_B3,U1.AP21
DDR4_DQS3_N,U1.AP22
DDR4_DQ28,U1.AP23
DDR4_DQ30,U1.AP24
GND,U1.AP25
DDR4_CK1_P,U1.AP26
DDR4_CK1_N,U1.AP27
GND,U1.AP3
DDR4_A17,U1.AP35
DDR4_ALERT_N_R,U1.AP36
DDR4_PAR,U1.AP37
DDR4_A13,U1.AP38
GND,U1.AP4
GND,U1.AP5
GND,U1.AP6
GND,U1.AP7
GND,U1.AP8
GND,U1.AP9
GND,U1.AR1
GND,U1.AR10
GND,U1.AR11
DDR4_DQ13,U1.AR12
DDR4_DQ9,U1.AR13
DDR4_DQS1_P,U1.AR15
DDR4_DQ8,U1.AR16
DDR4_DQ10,U1.AR17
GND,U1.AR18
DDR4_DQ29,U1.AR19
PCIE_CPU_BF_15P,U1.AR2
DDR4_DQ25,U1.AR20
DDR4_DQS3_P,U1.AR22
DDR4_DQ24,U1.AR23
DDR4_DQ26,U1.AR24
GND,U1.AR25
DDR4_CK0_P,U1.AR26
DDR4_CK0_N,U1.AR27
DDR4_CS1_N,U1.AR29
PCIE_CPU_BF_15N,U1.AR3
DDR4_CKE0,U1.AR30
DDR4_A16,U1.AR31
DDR4_ACT_N,U1.AR32
DDR4_A10,U1.AR33
DDR4_A11,U1.AR34
DDR4_A5,U1.AR35
DDR4_A0,U1.AR36
DDR4_A7,U1.AR37
DDR4_A2,U1.AR38
GND,U1.AR4
GND,U1.AR5
PCIE_BF_CPU_15P_C,U1.AR6
PCIE_BF_CPU_15N_C,U1.AR7
GND,U1.AR8
GND,U1.AR9
GND,U1.AT1
GND,U1.AT10
GND,U1.AT11
GND,U1.AT12
GND,U1.AT13
GND,U1.AT14
GND,U1.AT15
GND,U1.AT16
GND,U1.AT17
GND,U1.AT18
GND,U1.AT19
GND,U1.AT2
GND,U1.AT20
GND,U1.AT21
GND,U1.AT22
GND,U1.AT23
GND,U1.AT24
1.2V_DDR,U1.AT25
GND,U1.AT26
1.2V_DDR,U1.AT27
GND,U1.AT28
1.2V_DDR,U1.AT29
GND,U1.AT3
GND,U1.AT30
1.2V_DDR,U1.AT31
GND,U1.AT32
1.2V_DDR,U1.AT33
GND,U1.AT34
1.2V_DDR,U1.AT35
GND,U1.AT36
1.2V_DDR,U1.AT37
GND,U1.AT38
GND,U1.AT4
GND,U1.AT5
GND,U1.AT6
GND,U1.AT7
GND,U1.AT8
GND,U1.AT9
DDR4_DQS0_N,U1.AU10
DDR4_DQ3,U1.AU11
DDR4_DQ7,U1.AU12
GND,U1.AU13
DDR4_DQ20,U1.AU14
DDR4_DQ16,U1.AU15
DDR4_DBI_B2,U1.AU16
DDR4_DQS2_N,U1.AU17
DDR4_DQ19,U1.AU18
DDR4_DQ23,U1.AU19
GND,U1.AU2
GND,U1.AU20
DDR4_CB4,U1.AU21
DDR4_CB0,U1.AU22
DDR4_DBI_B8,U1.AU23
DDR4_DQS8_N,U1.AU24
DDR4_CB3,U1.AU25
DDR4_CB7,U1.AU26
GND,U1.AU27
DDR4_CKE1,U1.AU28
DDR4_ODT1,U1.AU29
GND,U1.AU3
DDR4_A14,U1.AU30
DDR4_BG0,U1.AU31
DDR4_BA0,U1.AU32
DDR4_BG1,U1.AU33
DDR4_A1,U1.AU34
DDR4_BA1,U1.AU35
DDR4_A4,U1.AU36
GND,U1.AU37
GND,U1.AU4
GND,U1.AU5
GND,U1.AU6
DDR4_DQ4,U1.AU7
DDR4_DQ0,U1.AU8
DDR4_DBI_B0,U1.AU9
DDR4_DQS0_P,U1.AV10
DDR4_DQ1,U1.AV11
DDR4_DQ5,U1.AV12
GND,U1.AV13
DDR4_DQ22,U1.AV14
DDR4_DQ18,U1.AV15
DDR4_DQS2_P,U1.AV17
DDR4_DQ17,U1.AV18
DDR4_DQ21,U1.AV19
GND,U1.AV20
DDR4_CB6,U1.AV21
DDR4_CB2,U1.AV22
DDR4_DQS8_P,U1.AV24
DDR4_CB1,U1.AV25
DDR4_CB5,U1.AV26
GND,U1.AV27
DDR4_ODT0,U1.AV28
DDR4_CS0_N,U1.AV29
GND,U1.AV3
DDR4_A15,U1.AV30
DDR4_A12,U1.AV31
DDR4_A3,U1.AV32
DDR4_A6,U1.AV33
DDR4_A8,U1.AV34
DDR4_A9,U1.AV35
GND,U1.AV36
GND,U1.AV4
GND,U1.AV5
GND,U1.AV6
DDR4_DQ6,U1.AV7
DDR4_DQ2,U1.AV8
HS_QSFP0_BF_01N,U1.B10
GND,U1.B11
HS_QSFP0_BF_03P,U1.B12
GND,U1.B13
GND,U1.B14
HS_BF_QSFP0_02P,U1.B15
GND,U1.B16
HS_BF_QSFP0_00N,U1.B17
GND,U1.B18
GND,U1.B19
GND,U1.B2
GND,U1.B21
GND,U1.B23
GND,U1.B24
GND,U1.B26
GND,U1.B28
GND_VSSPLLPL,U1.B29
GND_VSSPLLPX,U1.B3
GND_VSSPLLPL,U1.B30
GND_VSSPLLPL,U1.B31
GND_VSSPLLPL,U1.B32
GND_VSSPLLPL,U1.B33
GND_VSSPLLPL,U1.B34
SE_SPI_IO3,U1.B35
SE_SPI_CS0_L,U1.B36
GND,U1.B37
GND_VSSPLLPX,U1.B8
GND,U1.B9
GND,U1.C1
HS_QSFP0_BF_01P,U1.C10
GND,U1.C11
HS_QSFP0_BF_03N,U1.C12
GND,U1.C13
GND,U1.C14
HS_BF_QSFP0_02N,U1.C15
GND,U1.C16
HS_BF_QSFP0_00P,U1.C17
GND,U1.C18
GND,U1.C19
GND,U1.C2
GND,U1.C21
GND,U1.C23
GND,U1.C24
GND,U1.C26
GND,U1.C28
GND,U1.C29
GND_VSSPLLPX,U1.C3
GND,U1.C31
S_STRAP_OSC_FREQ0,U1.C32
SE_UART0_RXD,U1.C33
GND,U1.C34
SE_SPI_CLK,U1.C35
SE_SPI_IO1,U1.C36
SE_NCSI_CLK,U1.C37
GND,U1.C38
GND_VSSPLLPX,U1.C4
GND_VSSPLLPX,U1.C5
GND_VSSPLLPX,U1.C6
GND_VSSPLLPX,U1.C7
GND_VSSPLLPX,U1.C8
GND,U1.C9
GND,U1.D1
GND,U1.D10
GND,U1.D11
GND,U1.D12
GND,U1.D13
GND,U1.D14
GND,U1.D15
GND,U1.D16
GND,U1.D17
GND,U1.D18
GND,U1.D19
GND,U1.D2
GND,U1.D20
GND,U1.D21
GND,U1.D22
GND,U1.D23
GND,U1.D24
GND,U1.D25
GND,U1.D26
GND,U1.D27
GND,U1.D28
S_STRAP_PCI_PART1,U1.D29
GND,U1.D3
S_NSRST_ARM_L,U1.D30
L_YELLOW_LED1_P0,U1.D32
I2C_ARM_SDA1,U1.D34
SE_SPI_IO0,U1.D35
SE_SPI_IO2,U1.D36
SE_NCSI_RX_D1_R,U1.D37
SE_NCSI_TX_D1,U1.D38
GND,U1.D4
GND,U1.D5
GND,U1.D6
GND,U1.D7
GND,U1.D8
GND,U1.D9
GND,U1.E1
HS_QSFP0_BF_00P,U1.E10
GND,U1.E11
HS_QSFP0_BF_02N,U1.E12
GND,U1.E13
GND,U1.E14
HS_BF_QSFP0_03N,U1.E15
GND,U1.E16
HS_BF_QSFP0_01P,U1.E17
GND,U1.E18
GND,U1.E19
PCIE_CPU_BF_00P,U1.E2
GND,U1.E21
GND,U1.E23
GND,U1.E24
GND,U1.E26
GND,U1.E28
PCIE_CPU_BF_00N,U1.E3
SE_SER_DO,U1.E30
I2C_ARM_SCL0,U1.E31
S_MODPRS_P0_L,U1.E32
JTAG_TDO,U1.E33
GND,U1.E34
GND,U1.E35
GND,U1.E36
SE_NCSI_ARB_IN,U1.E37
SE_NCSI_CRS_DV_R,U1.E38
GND,U1.E4
GND,U1.E5
PCIE_BF_CPU_00P_C,U1.E6
PCIE_BF_CPU_00N_C,U1.E7
GND,U1.E8
GND,U1.E9
GND,U1.F1
HS_QSFP0_BF_00N,U1.F10
GND,U1.F11
HS_QSFP0_BF_02P,U1.F12
GND,U1.F13
GND,U1.F14
HS_BF_QSFP0_03P,U1.F15
GND,U1.F16
HS_BF_QSFP0_01N,U1.F17
GND,U1.F18
GND,U1.F19
GND,U1.F2
GND,U1.F21
GND,U1.F23
GND,U1.F24
GND,U1.F26
GND,U1.F28
S_PERST_L,U1.F29
GND,U1.F3
S_STRAP_PCI_PART0,U1.F30
S_ARM_NSRST_R_L,U1.F32
SE_SER_DI,U1.F33
GND,U1.F34
SE_CCLK,U1.F35
GND,U1.F36
SE_NCSI_RX_D0_R,U1.F37
SE_NCSI_TX_EN,U1.F38
GND,U1.F4
GND,U1.F5
GND,U1.F6
GND,U1.F7
GND,U1.F8
GND,U1.F9
GND,U1.G1
GND,U1.G10
GND,U1.G11
GND,U1.G12
GND,U1.G13
GND,U1.G14
GND,U1.G15
GND,U1.G16
GND,U1.G17
GND,U1.G18
GND,U1.G19
PCIE_CPU_BF_01P,U1.G2
GND,U1.G20
GND,U1.G21
GND,U1.G22
GND,U1.G23
GND,U1.G24
GND,U1.G25
GND,U1.G26
GND,U1.G27
GND,U1.G28
L_GREEN_LED1_P0,U1.G29
PCIE_CPU_BF_01N,U1.G3
S_PWR_EN_PORT0,U1.G30
S_ARM_OOB_RST,U1.G31
SE_SER_CAPTURE,U1.G33
GND,U1.G34
GND,U1.G35
GND,U1.G36
SE_NCSI_TX_D0,U1.G37
SE_NCSI_ARB_OUT_R,U1.G38
GND,U1.G4
GND,U1.G5
PCIE_BF_CPU_01P_C,U1.G6
PCIE_BF_CPU_01N_C,U1.G7
GND,U1.G8
GND,U1.G9
GND,U1.H1
GND,U1.H10
GND,U1.H11
GND,U1.H12
GND,U1.H13
3.3V,U1.H14
3.3V,U1.H15
3.3V,U1.H16
3.3V,U1.H17
GND,U1.H2
GND,U1.H20
VSSCPA2,U1.H21
VSSCPA2,U1.H22
VSSCPA2,U1.H23
VSSCPA2,U1.H24
VSSCPA1,U1.H25
VSSCPA1,U1.H26
VSSCPA1,U1.H27
VSSCPA1,U1.H28
GND,U1.H29
GND,U1.H3
I2C_SCL2,U1.H30
S_STRAP_SD_MH,U1.H31
NC_JTAG_CSIGHT_TRST_L,U1.H32
S_INT_P0_L,U1.H33
NC_JTAG_CSIGHT_TMS,U1.H34
NC_JTAG_CSIGHT_TDO,U1.H35
SE_USBPHY_D6,U1.H36
SE_USBPHY_D7,U1.H37
SE_USBPHY_D0,U1.H38
GND,U1.H4
GND,U1.H5
GND,U1.H6
GND,U1.H7
GND,U1.H8
GND,U1.H9
GND,U1.J1
S_VDDQPS1,U1.J10
S_VDDQPS0,U1.J11
GND,U1.J12
GND,U1.J13
3.3V,U1.J14
3.3V,U1.J15
3.3V,U1.J16
3.3V,U1.J17
PCIE_CPU_BF_02P,U1.J2
GND,U1.J20
VDDCPA2,U1.J21
VDDCPA2,U1.J22
VDDCPA2,U1.J23
VDDCPA2,U1.J24
VDDCPA1,U1.J25
VDDCPA1,U1.J26
VDDCPA1,U1.J27
VDDCPA1,U1.J28
GND,U1.J29
PCIE_CPU_BF_02N,U1.J3
JTAG_TCK,U1.J30
JTAG_TDI,U1.J31
JTAG_TMS,U1.J32
I2C_SCL4,U1.J33
NC_JTAG_CSIGHT_TDI,U1.J34
NC_JTAG_CSIGHT_TCK,U1.J35
SE_USBPHY_D5,U1.J36
SE_USBPHY_D2,U1.J37
SE_USBPHY_DIR,U1.J38
GND,U1.J4
GND,U1.J5
PCIE_BF_CPU_02P_C,U1.J6
PCIE_BF_CPU_02N_C,U1.J7
GND,U1.J8
GND,U1.J9
GND,U1.K1
GND,U1.K10
VCORE,U1.K11
GND,U1.K12
VCORE,U1.K13
VCORE,U1.K14
GND,U1.K15
VCORE,U1.K16
GND,U1.K17
VCORE,U1.K18
GND,U1.K19
GND,U1.K2
VCORE,U1.K20
GND,U1.K21
VCORE,U1.K22
GND,U1.K23
VCORE,U1.K24
GND,U1.K25
VCORE,U1.K26
GND,U1.K27
VCORE,U1.K28
GND,U1.K29
GND,U1.K3
GND,U1.K30
S_RESET_P0_L,U1.K31
AG_PWM,U1.K32
SE_SER_CLK,U1.K33
L_VDD_MODE0,U1.K34
S_WAKE_L,U1.K35
SE_USBPHY_D4,U1.K36
SE_USBPHY_NXT,U1.K37
SE_USBPHY_D1,U1.K38
GND,U1.K4
GND,U1.K5
GND,U1.K6
GND,U1.K7
GND,U1.K8
GND,U1.L1
GND,U1.L10
GND,U1.L11
GND,U1.L12
GND,U1.L13
GND,U1.L14
VCORE,U1.L15
GND,U1.L16
VCORE,U1.L17
GND,U1.L18
VCORE,U1.L19
PCIE_CPU_BF_03P,U1.L2
GND,U1.L20
VCORE,U1.L21
GND,U1.L22
VCORE,U1.L23
GND,U1.L24
VCORE,U1.L25
GND,U1.L26
VCORE,U1.L27
GND,U1.L28
VCORE,U1.L29
PCIE_CPU_BF_03N,U1.L3
1.8V,U1.L30
MDC2_ARM,U1.L31
AG_TACH,U1.L32
S_LPMODE_P0,U1.L33
L_VDD_MODE1,U1.L34
I2C_SDA0,U1.L35
SE_USBPHY_D3,U1.L36
SE_USBPHY_CLK,U1.L37
SE_USBPHY_STP,U1.L38
GND,U1.L4
GND,U1.L5
PCIE_BF_CPU_03P_C,U1.L6
PCIE_BF_CPU_03N_C,U1.L7
GND,U1.L8
GND,U1.M1
GND,U1.M10
GND,U1.M11
1.8V_VDDPLLPL,U1.M12
1.8V_VDDPLLPL,U1.M13
1.8V_VDDPLLPL,U1.M14
GND,U1.M15
VCORE,U1.M16
GND,U1.M17
VCORE,U1.M18
GND,U1.M19
GND,U1.M2
VCORE,U1.M20
GND,U1.M21
VCORE,U1.M22
GND,U1.M23
VCORE,U1.M24
GND,U1.M25
VCORE,U1.M26
GND,U1.M27
VCORE,U1.M28
GND,U1.M29
GND,U1.M3
1.8V,U1.M30
JTAG_TRST_L,U1.M31
I2C_SCL0,U1.M32
I2C_ARM_SDA0,U1.M33
SE_UART0_TXD,U1.M34
I2C_SDA1,U1.M35
S_CCLK_SELECT,U1.M36
SE_EMMC0_D5,U1.M37
SE_EMMC0_D3,U1.M38
GND,U1.M4
GND,U1.M5
GND,U1.M6
GND,U1.M7
GND,U1.M8
GND,U1.N1
GND,U1.N10
GND,U1.N11
GND_VSSPLLPL,U1.N12
GND_VSSPLLPL,U1.N13
GND_VSSPLLPL,U1.N14
VCORE,U1.N15
GND,U1.N16
VCORE,U1.N17
GND,U1.N18
VCORE,U1.N19
PCIE_CPU_BF_04P,U1.N2
GND,U1.N20
VCORE,U1.N21
GND,U1.N22
VCORE,U1.N23
GND,U1.N24
VCORE,U1.N25
GND,U1.N26
VCORE,U1.N27
GND,U1.N28
VCORE,U1.N29
PCIE_CPU_BF_04N,U1.N3
I2C_SDA4,U1.N30
S_STRAP_PCORE0_REVERSAL,U1.N31
SE_GMII_RX_ER,U1.N33
SE_GMII_RX_D3,U1.N34
GND,U1.N35
SE_GMII_RX_D7,U1.N36
SE_EMMC0_D4,U1.N37
SE_EMMC0_D0,U1.N38
GND,U1.N4
GND,U1.N5
PCIE_BF_CPU_04P_C,U1.N6
PCIE_BF_CPU_04N_C,U1.N7
GND,U1.N8
NC_VDDHS_SENSE,U1.N9
GND,U1.P1
GND,U1.P10
1.8V,U1.P11
1.8V,U1.P12
1.8V,U1.P13
1.8V,U1.P14
GND,U1.P15
VCORE,U1.P16
GND,U1.P17
VCORE,U1.P18
GND,U1.P19
GND,U1.P2
VCORE,U1.P20
GND,U1.P21
VCORE,U1.P22
GND,U1.P23
VCORE,U1.P24
GND,U1.P25
VCORE,U1.P26
GND,U1.P27
VCORE,U1.P28
GND,U1.P29
GND,U1.P3
I2C_SCL1,U1.P31
NC_PRBP,U1.P32
GND,U1.P33
SE_GMII_RX_CLK,U1.P34
SE_GMII_RX_D1,U1.P35
SE_GMII_RX_D5,U1.P36
SE_EMMC0_D6,U1.P37
SE_EMMC0_D1,U1.P38
GND,U1.P4
GND,U1.P5
GND,U1.P6
GND,U1.P7
GND,U1.P8
